_row_excel,siat_finalidade_descricao,siat_area_terreno,crawler_area_terreno,__area_total_lote_efetiva,__regra_area_lote
630031,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
630043,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
630133,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
630181,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,,,área da unidade em condomínio ausente
630263,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,,,área da unidade em condomínio ausente
630296,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
630623,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
630683,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
631059,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
631060,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,,,área da unidade em condomínio ausente
632112,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6890.0,,,área da unidade em condomínio ausente
632237,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
633060,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,,,área da unidade em condomínio ausente
633061,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
633062,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
633064,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,60098.0,,,área da unidade em condomínio ausente
633331,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,95591.0,,,área da unidade em condomínio ausente
633762,TERRENO EM CONDOMINIO HORIZONTAL ABERTO,5069.64,,,área da unidade em condomínio ausente
634697,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,8476.0,,,área da unidade em condomínio ausente
634979,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
635690,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,8476.0,,,área da unidade em condomínio ausente
636004,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
636116,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
636532,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,95591.0,,,área da unidade em condomínio ausente
637460,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
638775,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,21706.54,,,área da unidade em condomínio ausente
639436,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1169.48,,,área da unidade em condomínio ausente
639797,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
640130,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,95591.0,,,área da unidade em condomínio ausente
640155,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
640465,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
640545,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
640671,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
641704,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
641961,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
642535,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
642763,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
642963,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
643765,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,44454.0,,,área da unidade em condomínio ausente
643767,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
643797,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,311.75,,,área da unidade em condomínio ausente
644412,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
644446,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
644447,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
644451,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
644622,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
645810,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,95591.0,,,área da unidade em condomínio ausente
645812,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,2072.0,,,área da unidade em condomínio ausente
645894,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
646291,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
646638,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
646660,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,60098.0,,,área da unidade em condomínio ausente
646678,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6890.0,,,área da unidade em condomínio ausente
647807,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
647986,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
648300,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
648363,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6958.0,,,área da unidade em condomínio ausente
648400,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,21706.54,,,área da unidade em condomínio ausente
648441,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
648524,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1169.48,,,área da unidade em condomínio ausente
648583,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
648687,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6890.0,,,área da unidade em condomínio ausente
648956,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
649167,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,21706.54,,,área da unidade em condomínio ausente
649783,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
650313,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
650398,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
650866,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
650950,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
655387,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,,,área da unidade em condomínio ausente
655414,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,44454.0,,,área da unidade em condomínio ausente
655488,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
655504,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
655617,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
655755,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
655766,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
655769,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
655999,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
656962,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9891.0,,,área da unidade em condomínio ausente
657032,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9891.0,,,área da unidade em condomínio ausente
657065,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
657066,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
657067,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
658158,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
658173,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
658831,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
658885,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
658886,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
658924,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
658956,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
658957,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
659114,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
661282,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
664445,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
664466,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,95591.0,,,área da unidade em condomínio ausente
664513,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,60098.0,,,área da unidade em condomínio ausente
664651,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
664783,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
664910,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
664946,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
664967,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
665002,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
665132,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,44454.0,,,área da unidade em condomínio ausente
665221,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
665369,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,95591.0,,,área da unidade em condomínio ausente
665418,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,865201.8,,,área da unidade em condomínio ausente
665419,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
665420,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
665422,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,60098.0,,,área da unidade em condomínio ausente
665685,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
665686,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,16484.37,,,área da unidade em condomínio ausente
666150,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,44454.0,,,área da unidade em condomínio ausente
666976,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,8476.0,,,área da unidade em condomínio ausente
668063,TERRENO EM CONDOMINIO HORIZONTAL ABERTO,5069.64,,,área da unidade em condomínio ausente
668136,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
669566,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
670235,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
671126,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
671603,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
671711,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
672534,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,1169.48,,,área da unidade em condomínio ausente
673005,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
673088,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
674044,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6890.0,,,área da unidade em condomínio ausente
674197,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
674576,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
674583,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
674584,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
674700,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
675253,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
675307,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,95591.0,,,área da unidade em condomínio ausente
675812,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,2072.0,,,área da unidade em condomínio ausente
676420,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
676430,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
676486,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
676721,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,4224.0,,,área da unidade em condomínio ausente
676946,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
676987,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,95591.0,,,área da unidade em condomínio ausente
678017,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
678116,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,311.75,,,área da unidade em condomínio ausente
678338,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
678977,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6890.0,,,área da unidade em condomínio ausente
678991,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
679042,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
679123,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,2072.0,,,área da unidade em condomínio ausente
680357,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,60098.0,,,área da unidade em condomínio ausente
680524,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
680883,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,6958.0,,,área da unidade em condomínio ausente
680901,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,21706.54,,,área da unidade em condomínio ausente
681022,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,21706.54,,,área da unidade em condomínio ausente
681243,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
681265,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
682514,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
682603,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
682730,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
683517,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
683609,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
683832,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
684522,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
684540,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,15535.62,,,área da unidade em condomínio ausente
686455,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
687478,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
687735,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,21706.54,,,área da unidade em condomínio ausente
687761,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
689099,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
689114,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,,,área da unidade em condomínio ausente
689359,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
689362,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
689563,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,34403.35,,,área da unidade em condomínio ausente
689826,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
689827,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
689828,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,14057.42,,,área da unidade em condomínio ausente
689869,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9891.0,,,área da unidade em condomínio ausente
689877,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,9891.0,,,área da unidade em condomínio ausente
690607,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
691244,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
691330,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
691366,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
691367,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
691467,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
691503,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,46180.62,,,área da unidade em condomínio ausente
691518,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,487200.89,,,área da unidade em condomínio ausente
691587,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,13913.8,,,área da unidade em condomínio ausente
691968,TERRENO EM CONDOMINIO HORIZONTAL FECHADO,281262.0,,,área da unidade em condomínio ausente
