purpose,config,fold,row_excel,date,group,tile,bairro,area,actual,predicted,k,effective,floor,n_train,discount,error,razao,erro_percentual_absoluto
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161856,2026-08-17,100070164,-3337|-4932,sao geraldo,10.58,40000.0,37142.857142857145,7,6.999999999999997,200.0,17117,0.0374643698062107,,0.9285714285714286,0.0714285714285714
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165328,2026-09-08,8725500,-3337|-4924,sarandi,10.58,30000.0,27857.142857142862,7,6.999999999999997,200.0,17117,0.0374643698062107,,0.9285714285714287,0.07142857142857129
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166732,2026-09-16,8725292,-3337|-4924,sarandi,10.58,30000.0,27857.142857142862,7,6.999999999999997,200.0,17117,0.0374643698062107,,0.9285714285714287,0.07142857142857129
SALA COMERCIAL,baseline,teste_reservado,159871,2026-08-05,100102601,-3341|-4929,petropolis,65.54,690000.0,640865.8814042107,20,7.182370841708913,900.0,7886,0.2,,0.9287911324698706,0.07120886753012945
APARTAMENTO,baseline,teste_reservado,164906,2026-09-03,100034058,-3338|-4928,passo da areia,74.64,590000.0,631913.1101291204,13,11.668757076368951,1200.0,96700,0.2,,1.0710391697103736,0.0710391697103736
APARTAMENTO,baseline,teste_reservado,162883,2026-08-24,100120275,-3344|-4928,vila sao jose,50.98,210000.0,224876.03607280995,25,3.6941326151612297,1200.0,96700,0.2,,1.0708382670133807,0.0708382670133807
CASA / RESIDÊNCIA,baseline,teste_reservado,163678,2026-08-25,10329587,-3349|-4937,tristeza,528.0,1750000.0,1626430.0082521592,5,5.0,800.0,16815,0.1487989829969808,,0.929388576144091,0.07061142385590902
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162117,2026-08-18,6387977,-3340|-4933,centro historic,12.0,45000.0,48176.45334930228,7,5.986423810726577,200.0,17117,0.0374643698062107,,1.0705878522067174,0.07058785220671737
APARTAMENTO,baseline,teste_reservado,159602,2026-08-03,609390,-3340|-4931,rio branco,96.9,300000.0,320951.99505189614,12,11.970372834546597,1200.0,96700,0.2,,1.0698399835063204,0.06983998350632037
COBERTURA,baseline,teste_reservado,163189,2026-08-25,6797741,-3341|-4928,tres figueiras,75.14,318000.0,296302.7705034246,12,11.85425038562299,900.0,1688,0.2,,0.9317697185642282,0.06823028143577181
CASA / RESIDÊNCIA,baseline,teste_reservado,160376,2026-08-07,10401717,-3338|-4922,parque sta fe,197.0,377000.0,351364.2681933001,6,5.874267792903051,800.0,16815,0.1487989829969808,,0.932000711388064,0.06799928861193605
APARTAMENTO,baseline,teste_reservado,161794,2026-08-17,100001386,-3335|-4930,humaita,63.94,260000.0,242727.055721393,12,11.999999999999998,1200.0,96700,0.2,,0.9335655989284346,0.0664344010715654
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163342,2026-08-25,7095708,-3342|-4926,jardim carvalho,13.0,30000.0,28021.58489646247,7,6.927544723420676,200.0,17117,0.0374643698062107,,0.9340528298820824,0.06594717011791762
APARTAMENTO,baseline,teste_reservado,164794,2026-09-02,608580,-3340|-4931,rio branco,85.0,490000.0,522089.283110781,25,3.6974633656003424,1200.0,96700,0.2,,1.065488332879145,0.0654883328791449
APARTAMENTO,baseline,teste_reservado,160312,2026-08-07,6686109,-3338|-4925,jardim itu,64.77,255000.0,238332.91612272983,15,11.044878714751617,1200.0,96700,0.2,,0.9346388867558033,0.06536111324419669
CASA / RESIDÊNCIA,baseline,teste_reservado,166802,2026-09-16,9255397,-3351|-4933,ipanema,190.0,650000.0,607689.955671622,5,5.0,800.0,16815,0.1487989829969808,,0.9349076241101876,0.06509237588981243
SALA COMERCIAL,baseline,teste_reservado,167129,2026-09-18,2126168,-3340|-4934,centro historic,33.62,99000.0,105424.60481530438,17,15.706826432279763,900.0,7886,0.2,,1.0648949981343876,0.0648949981343876
COBERTURA,baseline,teste_reservado,163455,2026-08-26,8326738,-3342|-4930,jardim botanico,174.98,590000.0,628074.5769523681,12,11.815338553435618,900.0,1688,0.2,,1.0645331812752001,0.06453318127520014
LOJA,baseline,teste_reservado,161016,2026-08-12,2663120,-3340|-4932,rio branco,36.53,210000.0,223500.91922755184,12,11.745087123763074,700.0,1774,0.2,,1.0642900915597706,0.06429009155977061
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166181,2026-09-12,2802732,-3339|-4930,auxiliadora,12.48,40000.0,42565.9129578898,7,5.938253767225911,200.0,17117,0.0374643698062107,,1.064147823947245,0.06414782394724505
SALA COMERCIAL,baseline,teste_reservado,165490,2026-09-04,80306,-3340|-4934,centro historic,58.25,125000.0,117024.07806551523,17,15.418780502534366,900.0,7886,0.2,,0.9361926245241219,0.06380737547587811
SALA COMERCIAL,baseline,teste_reservado,166742,2026-09-16,10528660,-3340|-4927,chacara pedras,84.46,825000.0,772419.5461686959,19,15.27079049125551,900.0,7886,0.2,,0.9362661165681162,0.0637338834318838
APARTAMENTO,baseline,teste_reservado,160348,2026-08-07,9539646,-3343|-4934,menino deus,105.61,800000.0,749266.4113208344,16,11.688745444017384,1200.0,96700,0.2,,0.9365830141510431,0.06341698584895694
APARTAMENTO,baseline,teste_reservado,162056,2026-08-17,5064368,-3344|-4934,santa tereza,53.8,230000.0,215547.72860729173,25,5.157296840750666,1200.0,96700,0.2,,0.9371640374230076,0.06283596257699242
APARTAMENTO,baseline,teste_reservado,162345,2026-08-18,5375746,-3339|-4927,vila ipiranga,42.59,173000.0,183740.15130082372,25,8.651255124381963,1200.0,96700,0.2,,1.0620817994267266,0.06208179942672665
SALA COMERCIAL,baseline,teste_reservado,165621,2026-09-09,100090185,-3338|-4926,cristo redentor,42.97,350000.0,328402.6100376815,20,10.571020779890985,900.0,7886,0.2,,0.9382931715362328,0.06170682846376718
SALA COMERCIAL,baseline,teste_reservado,161005,2026-08-11,8017107,-3340|-4933,centro historic,128.89,332215.48,311811.895194452,16,15.85508649329632,900.0,7886,0.2,,0.9385832809309549,0.06141671906904511
APARTAMENTO,baseline,teste_reservado,163202,2026-08-25,10520260,-3347|-4934,cavalhada,55.13,290000.0,272192.66071863566,13,11.456927527843607,1200.0,96700,0.2,,0.9385953817883989,0.06140461821160115
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160515,2026-08-06,9473491,-3348|-4935,camaqua,10.58,40000.0,37550.02140788698,7,6.365774091111505,200.0,17117,0.0374643698062107,,0.9387505351971746,0.06124946480282545
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167199,2026-09-21,100070037,-3337|-4932,sao geraldo,10.58,35000.0,37142.857142857145,7,6.999999999999997,200.0,17117,0.0374643698062107,,1.0612244897959184,0.061224489795918435
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165647,2026-09-09,8732906,-3342|-4930,petropolis,10.58,40000.0,37583.65202059151,7,6.986007110096612,200.0,17117,0.0374643698062107,,0.9395913005147877,0.060408699485212325
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165648,2026-09-09,8732914,-3342|-4930,petropolis,10.58,40000.0,37583.65202059151,7,6.986007110096612,200.0,17117,0.0374643698062107,,0.9395913005147877,0.060408699485212325
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161451,2026-08-14,100012648,-3343|-4931,partenon,13.61,40000.0,37608.45996029426,14,5.024089729241327,200.0,17117,0.0374643698062107,,0.9402114990073566,0.059788500992643434
CASA / RESIDÊNCIA,baseline,teste_reservado,160815,2026-08-11,10348751,-3340|-4928,tres figueiras,413.0,2726000.0,2563714.200850805,5,5.0,800.0,16815,0.1487989829969808,,0.9404674251103466,0.059532574889653356
COBERTURA,baseline,teste_reservado,167429,2026-09-22,100135999,-3339|-4929,boa vista,475.27,4888000.0,4598525.759110275,14,11.77657674446631,900.0,1688,0.2,,0.940778592289336,0.059221407710663976
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164717,2026-09-02,9087494,-3337|-4924,sarandi,10.58,30000.0,31754.91010814223,8,5.148705048344417,200.0,17117,0.0374643698062107,,1.058497003604741,0.05849700360474097
APARTAMENTO,baseline,teste_reservado,163047,2026-08-24,100088056,-3333|-4930,farrapos,46.52,260000.0,244833.81533043712,12,11.999999999999998,1200.0,96700,0.2,,0.9416685205016813,0.05833147949831874
TERRENO,baseline,teste_reservado,159899,2026-08-05,1618814,-3341|-4930,bela vista,286.0,1356000.0,1277986.9630107211,12,11.887658122233905,200.0,97,0.0,,0.9424682618073165,0.057531738192683535
APARTAMENTO,baseline,teste_reservado,163072,2026-08-25,100005787,-3338|-4926,vila ipiranga,83.07,450000.0,475819.3008371762,12,11.930039829956788,1200.0,96700,0.2,,1.057376224082614,0.05737622408261389
APARTAMENTO,baseline,teste_reservado,165116,2026-09-04,100033920,-3339|-4930,mont serrat,83.91,760000.0,716487.856052076,25,5.172495181025212,1200.0,96700,0.2,,0.9427471790158894,0.05725282098411055
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167383,2026-09-22,100066957,-3354|-4930,hipica,10.58,30000.0,28285.868816210877,7,6.733017751128412,200.0,17117,0.0374643698062107,,0.9428622938736959,0.05713770612630409
APARTAMENTO,baseline,teste_reservado,167058,2026-09-18,963577,-3340|-4932,bom fim,91.53,365100.0,385908.1486445997,16,11.505468148761963,1200.0,96700,0.2,,1.0569930118997528,0.05699301189975281
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160173,2026-08-07,11127082,-3340|-4930,mont serrat,105.24,920000.0,867598.5041539365,7,6.970389668571383,200.0,17117,0.0374643698062107,,0.9430418523412354,0.05695814765876461
SALA COMERCIAL,baseline,teste_reservado,162269,2026-08-19,100116512,-3341|-4932,santana,30.32,361185.8,340658.9318543521,20,10.693914854371323,900.0,7886,0.2,,0.9431681197166448,0.056831880283355174
APARTAMENTO,baseline,teste_reservado,167068,2026-09-18,9002162,-3339|-4929,boa vista,84.34,510000.0,481139.2542008968,12,11.938775374438764,1200.0,96700,0.2,,0.9434103023546996,0.05658969764530042
APARTAMENTO,baseline,teste_reservado,160841,2026-08-11,9588167,-3341|-4931,petropolis,41.84,249000.0,262748.70864749944,12,11.97481799269813,1200.0,96700,0.2,,1.055215697379516,0.05521569737951593
APARTAMENTO,baseline,teste_reservado,164587,2026-09-02,5658675,-3338|-4928,passo da areia,70.42,295000.0,278913.55800709454,12,11.909640934295714,1200.0,96700,0.2,,0.9454696881596425,0.054530311840357504
CASA / RESIDÊNCIA,baseline,teste_reservado,162810,2026-08-24,1839128,-3336|-4924,sarandi,164.0,365000.0,345136.1825546665,5,5.0,800.0,16815,0.1487989829969808,,0.945578582341552,0.05442141765844799
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166184,2026-09-14,9721851,-3337|-4926,jardim lindoia,11.16,40000.0,42176.35214769598,7,6.926941595091391,200.0,17117,0.0374643698062107,,1.0544088036923995,0.05440880369239953
APARTAMENTO,baseline,teste_reservado,165557,2026-09-08,5925088,-3340|-4934,centro historic,81.16,375000.0,395322.0110547433,14,11.817038831936472,1200.0,96700,0.2,,1.0541920294793155,0.05419202947931545
APARTAMENTO,baseline,teste_reservado,165612,2026-09-09,100025846,-3342|-4925,jardim carvalho,52.18,221000.0,232772.7098361094,25,8.161139381351605,1200.0,96700,0.2,,1.0532701802538886,0.05327018025388863
APARTAMENTO,baseline,teste_reservado,167348,2026-09-22,8860491,-3342|-4933,menino deus,78.78,530000.0,502098.8948335002,12,11.981696065492097,1200.0,96700,0.2,,0.9473564053462268,0.05264359465377322
APARTAMENTO,baseline,teste_reservado,164140,2026-08-31,6642985,-3338|-4930,sao joao,41.29,230000.0,217917.6439388387,14,11.166135569102048,1200.0,96700,0.2,,0.9474680171253856,0.05253198287461436
APARTAMENTO,baseline,teste_reservado,164216,2026-08-31,10918442,-3340|-4931,rio branco,50.84,510000.0,483534.6105316704,12,11.56374457237134,1200.0,96700,0.2,,0.9481070794738635,0.05189292052613648
CASA / RESIDÊNCIA,baseline,teste_reservado,165112,2026-09-04,100012565,-3354|-4930,hipica,93.1,318000.0,301612.8302363989,5,5.0,800.0,16815,0.1487989829969808,,0.9484680196113173,0.051531980388682674
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161265,2026-08-13,10205934,-3341|-4933,cidade baixa,10.58,50000.0,47428.35248948171,30,3.698184395394736,200.0,17117,0.0374643698062107,,0.9485670497896341,0.05143295021036587
APARTAMENTO,baseline,teste_reservado,165777,2026-09-10,6341691,-3334|-4930,humaita,31.43,120000.0,126168.4324361655,12,11.107427245604592,1200.0,96700,0.2,,1.0514036036347125,0.051403603634712525
APARTAMENTO,baseline,teste_reservado,163876,2026-08-27,6435742,-3345|-4935,cristal,58.9,180000.0,189239.61649410435,12,11.975477669627796,1200.0,96700,0.2,,1.0513312027450241,0.05133120274502412
APARTAMENTO,baseline,teste_reservado,160961,2026-08-11,100022030,-3338|-4926,vila ipiranga,79.27,430000.0,408131.0728595464,17,11.060537948984695,1200.0,96700,0.2,,0.9491420299059219,0.05085797009407811
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164316,2026-08-31,8907501,-3340|-4932,independencia,10.95,50000.0,47475.17058327772,7,6.992107918857436,200.0,17117,0.0374643698062107,,0.9495034116655544,0.05049658833444559
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165813,2026-09-09,9413987,-3340|-4930,bela vista,60.66,400000.0,420175.8198033953,7,6.148898636223174,200.0,17117,0.0374643698062107,,1.0504395495084882,0.05043954950848817
CASA / RESIDÊNCIA,baseline,teste_reservado,164893,2026-09-03,2480263,-3341|-4924,morro santana,46.0,200000.0,210055.43794871797,5,5.0,800.0,16815,0.1487989829969808,,1.0502771897435899,0.050277189743589856
SALA COMERCIAL,baseline,teste_reservado,165063,2026-09-03,100052655,-3342|-4934,praia de belas,40.15,400058.77,379963.8224680312,20,4.903585977945075,900.0,7886,0.2,,0.9497700112111808,0.050229988788819235
SALA COMERCIAL,baseline,teste_reservado,164148,2026-08-31,100110182,-3347|-4935,cristal,37.05,254000.0,241404.13095688028,20,4.000426615611981,900.0,7886,0.2,,0.9504099643971665,0.04959003560283348
SALA COMERCIAL,baseline,teste_reservado,164147,2026-08-31,100110180,-3347|-4935,cristal,37.05,254000.0,241404.13095688028,20,4.000426615611981,900.0,7886,0.2,,0.9504099643971665,0.04959003560283348
CASA / RESIDÊNCIA,baseline,teste_reservado,165457,2026-09-08,10512934,-3334|-4929,humaita,108.0,400000.0,380248.9624858332,6,5.95230827643022,800.0,16815,0.1487989829969808,,0.950622406214583,0.04937759378541695
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167155,2026-09-21,9785752,-3347|-4934,cavalhada,10.58,40000.0,38026.71646757914,7,5.11494095986699,200.0,17117,0.0374643698062107,,0.9506679116894786,0.04933208831052138
SALA COMERCIAL,baseline,teste_reservado,164944,2026-09-03,8192588,-3337|-4928,passo da areia,60.8,120000.0,125866.74268479767,16,15.7199175392208,900.0,7886,0.2,,1.048889522373314,0.0488895223733139
APARTAMENTO,baseline,teste_reservado,165944,2026-09-10,2749238,-3346|-4935,cristal,50.53,154000.0,146606.61000000002,12,11.999999999999998,1200.0,96700,0.2,,0.9519909740259741,0.0480090259740259
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161670,2026-08-17,6274870,-3347|-4934,nonoai,12.0,35000.0,33327.13025709178,7,5.76383459611476,200.0,17117,0.0374643698062107,,0.9522037216311938,0.04779627836880618
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160659,2026-08-10,100076236,-3340|-4927,vila jardim,10.58,30000.0,31428.57142857143,7,6.999999999999997,200.0,17117,0.0374643698062107,,1.0476190476190477,0.04761904761904767
CASA / RESIDÊNCIA,baseline,teste_reservado,161663,2026-08-17,6408834,-3340|-4926,jardim sabara,140.0,330000.0,314311.3729362753,5,5.0,800.0,16815,0.1487989829969808,,0.9524587058675009,0.04754129413249908
APARTAMENTO,baseline,teste_reservado,163901,2026-08-28,10158901,-3341|-4931,rio branco,93.16,710000.0,676316.4240678613,25,3.688931769316656,1200.0,96700,0.2,,0.9525583437575511,0.04744165624244889
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160315,2026-08-07,8153280,-3341|-4928,bom jesus,76.46,270000.0,257199.3218392155,7,6.7903009683140825,200.0,17117,0.0374643698062107,,0.9525900808859833,0.04740991911401671
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161637,2026-08-17,100121448,-3338|-4930,higienopolis,13.45,70000.0,66695.43083394332,19,5.035458666001487,200.0,17117,0.0374643698062107,,0.9527918690563332,0.047208130943666826
SALA COMERCIAL,baseline,teste_reservado,167235,2026-09-21,9424539,-3339|-4930,auxiliadora,33.63,175000.0,166805.9883352243,20,11.076154212840848,900.0,7886,0.2,,0.9531770762012818,0.04682292379871822
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164365,2026-09-01,9612289,-3343|-4928,partenon,78.57,443000.0,422336.5213026291,7,6.375180974150961,200.0,17117,0.0374643698062107,,0.9533555785612394,0.046644421438760575
CASA / RESIDÊNCIA,baseline,teste_reservado,164618,2026-09-01,5312949,-3345|-4933,santa tereza,167.0,480000.0,502386.3265330887,5,5.0,800.0,16815,0.1487989829969808,,1.0466381802772682,0.04663818027726818
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160379,2026-08-08,10387919,-3342|-4930,petropolis,12.0,40000.0,38149.07317114603,7,6.922824819176453,200.0,17117,0.0374643698062107,,0.9537268292786508,0.04627317072134918
APARTAMENTO,baseline,teste_reservado,164413,2026-09-01,9127887,-3341|-4925,jardim carvalho,57.9,310000.0,324089.58615263534,12,11.971899501743508,1200.0,96700,0.2,,1.045450277911727,0.045450277911726955
TERRENO,baseline,teste_reservado,162973,2026-08-21,9213880,-3354|-4928,hipica,125.0,224000.0,213881.81216613573,12,11.946539410267306,200.0,97,0.0,,0.9548295185988203,0.04517048140117974
APARTAMENTO,baseline,teste_reservado,164706,2026-09-02,100085111,-3351|-4933,ipanema,71.75,320000.0,305793.8807803087,15,11.290381788282318,1200.0,96700,0.2,,0.9556058774384646,0.04439412256153541
CASA / RESIDÊNCIA,baseline,teste_reservado,161082,2026-08-11,1447955,-3343|-4928,vila sao jose,94.0,290000.0,302873.1876847161,5,5.0,800.0,16815,0.1487989829969808,,1.0443903023610899,0.04439030236108987
SALA COMERCIAL,baseline,teste_reservado,159701,2026-08-05,1410059,-3340|-4934,centro historic,21.82,62500.0,65253.54419232604,20,10.7762354538798,900.0,7886,0.2,,1.0440567070772167,0.04405670707721665
APARTAMENTO,baseline,teste_reservado,160564,2026-08-10,5015979,-3340|-4934,centro historic,95.77,500000.0,522003.2336455559,25,7.04756713151646,1200.0,96700,0.2,,1.0440064672911118,0.044006467291111795
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167395,2026-09-22,10740732,-3340|-4931,rio branco,19.78,50000.0,47801.434214662346,7,6.895390627995897,200.0,17117,0.0374643698062107,,0.9560286842932469,0.043971315706753056
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160464,2026-08-06,5394317,-3346|-4935,cristal,73.6,276000.0,288064.13000646856,7,6.368753416815771,200.0,17117,0.0374643698062107,,1.0437106159654659,0.04371061596546588
APARTAMENTO,baseline,teste_reservado,166881,2026-09-16,100038333,-3343|-4931,santo antonio,65.29,290000.0,302561.1190484568,12,11.99102646179491,1200.0,96700,0.2,,1.0433142036153682,0.043314203615368196
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166572,2026-09-15,11286822,-3338|-4926,cristo redentor,70.01,395000.0,411907.4197968009,30,4.79143995880078,200.0,17117,0.0374643698062107,,1.0428035944222807,0.042803594422280655
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163787,2026-08-27,2678314,-3339|-4931,moinhos vento,15.63,50000.0,52128.66869185324,7,6.592666478387869,200.0,17117,0.0374643698062107,,1.0425733738370648,0.04257337383706483
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161421,2026-08-14,6109802,-3347|-4934,cavalhada,72.65,245000.0,255419.2030571182,7,6.4449239368998725,200.0,17117,0.0374643698062107,,1.042527359416809,0.04252735941680896
APARTAMENTO,baseline,teste_reservado,163285,2026-08-25,11743085,-3340|-4923,mario quintana,43.15,130000.0,135496.70239462363,15,11.081368680721209,1200.0,96700,0.2,,1.0422823261124894,0.04228232611248939
COBERTURA,baseline,teste_reservado,162695,2026-08-20,8451524,-3339|-4931,moinhos vento,236.93,1380000.0,1322834.00872267,12,11.735446592518352,900.0,1688,0.2,,0.9585753686396159,0.0414246313603841
