purpose,config,fold,row_excel,date,group,tile,bairro,area,actual,predicted,k,effective,floor,n_train,discount,error,razao,erro_percentual_absoluto
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165836,2026-09-08,11628251,-3348|-4936,tristeza,78.15,283285.0,364483.40835971216,7,5.798198939317392,200.0,17117,0.0374643698062107,,1.286631513704263,0.286631513704263
CASA / RESIDÊNCIA,baseline,teste_reservado,166978,2026-09-15,963208,-3340|-4932,bom fim,177.0,1180000.0,842131.5903321275,5,5.0,800.0,16815,0.1487989829969808,,0.7136708392645148,0.2863291607354852
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159986,2026-08-05,100044127,-3342|-4928,jardim do salso,23.31,50000.0,64305.29347599214,7,5.718731993924139,200.0,17117,0.0374643698062107,,1.2861058695198428,0.28610586951984285
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,160848,2026-08-11,100059208,-3342|-4933,menino deus,10.58,30000.0,38571.42857142858,7,6.999999999999997,150.0,2612,0.2,,1.285714285714286,0.28571428571428603
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,165920,2026-09-10,10667776,-3340|-4932,rio branco,10.58,20000.0,25714.28571428572,7,6.999999999999997,150.0,2612,0.2,,1.285714285714286,0.28571428571428603
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165385,2026-09-08,8937036,-3338|-4930,auxiliadora,12.0,50000.0,35754.284971171444,7,6.879733008552507,200.0,17117,0.0374643698062107,,0.7150856994234289,0.2849143005765711
APARTAMENTO,baseline,teste_reservado,165758,2026-09-10,5566452,-3343|-4932,santo antonio,27.8,130000.0,92965.02096964528,25,3.694675221259072,1200.0,96700,0.2,,0.7151155459203483,0.2848844540796517
CASA / RESIDÊNCIA,baseline,teste_reservado,166411,2026-09-11,1654098,-3348|-4936,vila assuncao,259.0,1450000.0,1037336.3228248684,5,5.0,800.0,16815,0.1487989829969808,,0.7154043605688747,0.2845956394311253
APARTAMENTO,baseline,teste_reservado,165455,2026-09-08,6533744,-3337|-4926,jardim lindoia,41.47,150000.0,192670.19226935407,12,11.383602254334043,1200.0,96700,0.2,,1.2844679484623605,0.28446794846236045
APARTAMENTO,baseline,teste_reservado,164817,2026-09-02,100082125,-3339|-4925,jardim itu,72.33,261151.55,335433.21593547205,12,11.160654928959644,1200.0,96700,0.2,,1.2844389242011853,0.28443892420118533
SALA COMERCIAL,baseline,teste_reservado,162354,2026-08-19,8891516,-3338|-4927,cristo redentor,37.02,94000.0,120710.3745459214,20,13.35315459411492,900.0,7886,0.2,,1.2841529207012914,0.2841529207012914
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165513,2026-09-08,100062800,-3338|-4928,passo da areia,10.58,50000.0,35858.19482369985,7,6.935593509923582,200.0,17117,0.0374643698062107,,0.717163896473997,0.28283610352600297
SALA COMERCIAL,baseline,teste_reservado,163573,2026-08-26,9379487,-3340|-4932,bom fim,30.48,188000.0,135166.43210918183,19,15.01035034413928,900.0,7886,0.2,,0.7189703835594778,0.28102961644052216
LOJA,baseline,teste_reservado,160692,2026-08-10,11229012,-3346|-4933,nonoai,87.26,260000.0,333045.8866788837,12,11.994619896581158,700.0,1774,0.2,,1.2809457179957064,0.28094571799570645
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,161552,2026-08-14,10175709,-3340|-4934,centro historic,12.71,25000.0,31941.46916821642,7,6.599873717274822,150.0,2612,0.2,,1.2776587667286567,0.27765876672865675
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166345,2026-09-14,8204160,-3342|-4932,santana,20.37,58000.0,41955.834723240914,7,6.970083552403901,200.0,17117,0.0374643698062107,,0.723376460745533,0.27662353925446703
SALA COMERCIAL,baseline,teste_reservado,162879,2026-08-21,3562719,-3340|-4934,centro historic,21.0,75000.0,54260.08748605509,20,6.000249762624115,900.0,7886,0.2,,0.7234678331474012,0.27653216685259885
APARTAMENTO,baseline,teste_reservado,167461,2026-09-22,100073639,-3347|-4935,cristal,51.2,380000.0,275041.84110684675,15,11.15716415357605,1200.0,96700,0.2,,0.7237943187022283,0.2762056812977717
SALA COMERCIAL,baseline,teste_reservado,160520,2026-08-10,2126419,-3340|-4934,centro historic,23.76,55000.0,70106.5364684505,17,15.03404410866848,900.0,7886,0.2,,1.2746642994263728,0.2746642994263728
SALA COMERCIAL,baseline,teste_reservado,164916,2026-09-03,2124599,-3340|-4934,centro historic,23.76,55000.0,70106.5364684505,17,15.03404410866848,900.0,7886,0.2,,1.2746642994263728,0.2746642994263728
SALA COMERCIAL,baseline,teste_reservado,160777,2026-08-11,6734472,-3340|-4934,centro historic,21.75,43000.0,54742.21295182332,17,15.570499965705965,900.0,7886,0.2,,1.2730747198098447,0.27307471980984466
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161566,2026-08-14,9938001,-3339|-4931,auxiliadora,21.16,50000.0,63644.00816545104,7,6.5786799759117605,200.0,17117,0.0374643698062107,,1.2728801633090208,0.27288016330902076
APARTAMENTO,baseline,teste_reservado,161175,2026-08-12,100063173,-3342|-4931,partenon,79.58,379000.0,482014.2706342077,12,11.318364038124445,1200.0,96700,0.2,,1.271805463414796,0.27180546341479594
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163860,2026-08-28,10564047,-3338|-4927,passo da areia,10.58,51000.0,37142.857142857145,7,6.999999999999997,200.0,17117,0.0374643698062107,,0.7282913165266107,0.2717086834733893
SALA COMERCIAL,baseline,teste_reservado,166045,2026-09-10,10209638,-3339|-4931,moinhos vento,37.87,148000.0,188171.32563523413,20,10.851069341751558,900.0,7886,0.2,,1.271427875913744,0.27142787591374407
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,163260,2026-08-25,8537429,-3339|-4932,independencia,12.0,25000.0,18215.08246965406,7,5.824810348803127,150.0,2612,0.2,,0.7286032987861624,0.27139670121383763
APARTAMENTO,baseline,teste_reservado,163388,2026-08-25,5192307,-3340|-4933,centro historic,43.07,178000.0,226013.23905386665,15,11.386425461885898,1200.0,96700,0.2,,1.2697372980554307,0.2697372980554307
SALA COMERCIAL,baseline,teste_reservado,166741,2026-09-16,10528652,-3340|-4927,chacara pedras,77.7,825000.0,602550.7890688018,18,15.476502601931616,900.0,7886,0.2,,0.7303645928106688,0.2696354071893312
CASA / RESIDÊNCIA,baseline,teste_reservado,162349,2026-08-19,10179011,-3335|-4924,sarandi,89.0,180000.0,228528.1047670026,5,5.0,800.0,16815,0.1487989829969808,,1.2696005820389034,0.26960058203890336
APARTAMENTO,baseline,teste_reservado,163375,2026-08-25,100010251,-3339|-4931,moinhos vento,98.63,1130000.0,825640.718558045,12,11.992824024189112,1200.0,96700,0.2,,0.7306555031487124,0.2693444968512876
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165399,2026-09-08,100089112,-3342|-4934,praia de belas,10.58,40989.51,52020.33168694595,7,6.910030087683208,200.0,17117,0.0374643698062107,,1.2691132850074556,0.26911328500745557
APARTAMENTO,baseline,teste_reservado,167181,2026-09-21,11582642,-3343|-4931,santo antonio,65.29,400000.0,292376.0827826578,25,9.021076463170724,1200.0,96700,0.2,,0.7309402069566445,0.2690597930433555
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166735,2026-09-16,11436085,-3338|-4928,passo da areia,10.58,54600.0,40000.0,10,5.0,200.0,17117,0.0374643698062107,,0.7326007326007326,0.26739926739926745
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165692,2026-09-09,9320032,-3345|-4931,gloria,67.9,180000.0,228116.62594504489,11,5.038312224015134,200.0,17117,0.0374643698062107,,1.2673145885835826,0.2673145885835826
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167145,2026-09-21,11159944,-3341|-4930,petropolis,21.16,82000.0,60083.7610250766,7,6.55188481687692,200.0,17117,0.0374643698062107,,0.732728792988739,0.26727120701126095
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165751,2026-09-10,10421394,-3340|-4930,bela vista,25.08,70000.0,88705.45561307312,7,5.002137585386035,200.0,17117,0.0374643698062107,,1.2672207944724732,0.26722079447247316
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160994,2026-08-12,3352587,-3340|-4934,centro historic,10.84,50000.0,36667.42453714412,7,6.951726382943423,200.0,17117,0.0374643698062107,,0.7333484907428824,0.26665150925711756
APARTAMENTO,baseline,teste_reservado,166204,2026-09-11,8495106,-3347|-4934,cavalhada,61.98,150000.0,189994.47571911995,12,11.329312261333234,1200.0,96700,0.2,,1.2666298381274663,0.2666298381274663
APARTAMENTO,baseline,teste_reservado,167071,2026-09-18,9695486,-3340|-4930,mont serrat,167.01,1440000.0,1823585.110189953,12,11.98979961922109,1200.0,96700,0.2,,1.2663785487430228,0.2663785487430228
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,165922,2026-09-10,10667822,-3340|-4932,rio branco,10.58,35000.0,25714.28571428572,7,6.999999999999997,150.0,2612,0.2,,0.7346938775510206,0.26530612244897944
APARTAMENTO,baseline,teste_reservado,166243,2026-09-14,10143521,-3340|-4929,petropolis,78.55,490000.0,619894.9235128143,12,11.99421015589132,1200.0,96700,0.2,,1.2650916806383965,0.2650916806383965
SALA COMERCIAL,baseline,teste_reservado,161926,2026-08-17,100035017,-3339|-4929,boa vista,38.79,550000.0,404216.44600208657,17,15.31732092598015,900.0,7886,0.2,,0.7349389927310664,0.26506100726893356
SALA COMERCIAL,baseline,teste_reservado,160032,2026-08-05,7042914,-3338|-4930,higienopolis,38.06,120000.0,151757.99289726256,18,15.867340737898203,900.0,7886,0.2,,1.2646499408105214,0.2646499408105214
CASA / RESIDÊNCIA,baseline,teste_reservado,162757,2026-08-21,45721,-3340|-4926,vila jardim,120.0,320000.0,404179.2293603439,5,5.0,800.0,16815,0.1487989829969808,,1.2630600917510746,0.2630600917510746
APARTAMENTO,baseline,teste_reservado,159864,2026-08-05,6501028,-3349|-4936,tristeza,64.7,313000.0,230705.6614463668,16,11.616207948517244,1200.0,96700,0.2,,0.7370787905634723,0.26292120943652775
APARTAMENTO,baseline,teste_reservado,159870,2026-08-05,5915252,-3336|-4921,rubem berta,66.12,197554.0,145774.69217919273,13,11.485047923980632,1200.0,96700,0.2,,0.7378979528594345,0.2621020471405655
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164482,2026-09-02,100110703,-3349|-4936,tristeza,21.16,60000.0,44297.29705187341,30,3.69434961472299,200.0,17117,0.0374643698062107,,0.7382882841978902,0.26171171580210983
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,162607,2026-08-20,8188416,-3338|-4930,higienopolis,18.24,40000.0,50466.5019366289,7,6.993882962578805,200.0,17117,0.0374643698062107,,1.2616625484157225,0.26166254841572245
APARTAMENTO,baseline,teste_reservado,166682,2026-09-16,6510167,-3343|-4932,santo antonio,63.13,270000.0,199414.5793618591,25,8.110251600011365,1200.0,96700,0.2,,0.7385725161550337,0.2614274838449663
SALA COMERCIAL,baseline,teste_reservado,159733,2026-08-04,2683075,-3339|-4933,centro historic,46.76,123000.0,90859.15352794233,16,15.366460875705348,900.0,7886,0.2,,0.7386923051052222,0.2613076948947778
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161923,2026-08-17,100106118,-3338|-4929,higienopolis,21.16,40000.0,50401.28809669892,7,6.817152511003219,200.0,17117,0.0374643698062107,,1.260032202417473,0.26003220241747305
APARTAMENTO,baseline,teste_reservado,162163,2026-08-19,100051515,-3339|-4925,jardim itu,53.0,225000.0,166524.93105617652,25,4.151040050392118,1200.0,96700,0.2,,0.7401108046941178,0.25988919530588217
CASA / RESIDÊNCIA,baseline,teste_reservado,162700,2026-08-21,100073597,-3350|-4936,setimo ceu,235.31,930000.0,688417.0,6,5.999999999999999,800.0,16815,0.1487989829969808,,0.7402333333333333,0.2597666666666667
APARTAMENTO,baseline,teste_reservado,161741,2026-08-13,10032800,-3347|-4936,cristal,101.27,1050000.0,777607.0520655451,12,11.23961204321021,1200.0,96700,0.2,,0.7405781448243287,0.2594218551756713
APARTAMENTO,baseline,teste_reservado,161246,2026-08-13,8688605,-3341|-4930,petropolis,79.42,510000.0,378011.728424697,12,11.91500819961142,1200.0,96700,0.2,,0.7411994674994059,0.2588005325005941
SALA COMERCIAL,baseline,teste_reservado,160183,2026-08-05,5366348,-3341|-4932,farroupilha,35.08,170000.0,126055.50009081836,18,15.25217526412833,900.0,7886,0.2,,0.7415029417106962,0.2584970582893038
SALA COMERCIAL,baseline,teste_reservado,160474,2026-08-07,100028181,-3343|-4933,menino deus,49.85,249000.0,313273.2942142624,20,10.470487382807349,900.0,7886,0.2,,1.258125679575351,0.25812567957535104
SALA COMERCIAL,baseline,teste_reservado,162325,2026-08-19,1019503,-3339|-4934,centro historic,84.92,300000.0,222673.1448352436,17,15.152758993178418,900.0,7886,0.2,,0.7422438161174787,0.2577561838825213
APARTAMENTO,baseline,teste_reservado,165042,2026-09-04,100028925,-3339|-4928,passo da areia,104.85,850000.0,1068303.6604121637,12,11.9941530347866,1200.0,96700,0.2,,1.2568278357790161,0.25682783577901613
CASA / RESIDÊNCIA,baseline,teste_reservado,167252,2026-09-21,2233479,-3338|-4926,vila ipiranga,117.0,380000.0,477531.4483106069,5,5.0,800.0,16815,0.1487989829969808,,1.2566617060805445,0.2566617060805445
APARTAMENTO,baseline,teste_reservado,164048,2026-08-28,100120870,-3335|-4923,sta rosa lima,40.26,175776.03,130736.7453617563,12,11.999693949438234,1200.0,96700,0.2,,0.7437689050193949,0.25623109498060515
TERRENO,baseline,teste_reservado,162430,2026-08-18,10110216,-3354|-4933,guaruja,358.0,280000.0,351601.1463628716,12,11.933164552951428,200.0,97,0.0,,1.2557183798673985,0.25571837986739854
SALA COMERCIAL,baseline,teste_reservado,160774,2026-08-11,92207,-3340|-4933,centro historic,18.45,40000.0,50212.652879356574,19,15.434899574548984,900.0,7886,0.2,,1.2553163219839143,0.2553163219839143
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163082,2026-08-24,8957320,-3339|-4929,mont serrat,28.01,50000.0,62707.32609106324,7,5.074275519826124,200.0,17117,0.0374643698062107,,1.2541465218212648,0.25414652182126485
CASA / RESIDÊNCIA,baseline,teste_reservado,163040,2026-08-14,773077,-3337|-4927,jardim floresta,140.0,350000.0,438822.6392991422,5,5.0,800.0,16815,0.1487989829969808,,1.2537789694261205,0.25377896942612055
APARTAMENTO,baseline,teste_reservado,165819,2026-09-09,10370439,-3338|-4927,passo da areia,108.29,850000.0,634453.791399653,13,11.673711830225072,1200.0,96700,0.2,,0.7464162251760623,0.2535837748239377
APARTAMENTO,baseline,teste_reservado,166440,2026-09-15,6169988,-3347|-4936,tristeza,41.74,200000.0,149292.5247695561,12,11.996400865814376,1200.0,96700,0.2,,0.7464626238477805,0.2535373761522195
SALA COMERCIAL,baseline,teste_reservado,165499,2026-09-08,100116505,-3341|-4932,santana,32.23,287800.0,360579.9859589629,20,9.81064040408713,900.0,7886,0.2,,1.2528838983980641,0.25288389839806413
SALA COMERCIAL,baseline,teste_reservado,164917,2026-09-03,2125331,-3340|-4934,centro historic,23.28,50000.0,62630.7950984379,18,15.439421260585824,900.0,7886,0.2,,1.252615901968758,0.25261590196875794
APARTAMENTO,baseline,teste_reservado,163372,2026-08-25,8301301,-3342|-4930,petropolis,253.91,1650000.0,1233378.205148887,12,11.99398936791484,1200.0,96700,0.2,,0.7475019425144769,0.2524980574855231
APARTAMENTO,baseline,teste_reservado,162133,2026-08-18,100021774,-3340|-4926,jardim sabara,56.48,360000.0,269237.92662711645,12,11.999971447379853,1200.0,96700,0.2,,0.7478831295197679,0.2521168704802321
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167457,2026-09-22,8802971,-3336|-4926,jardim lindoia,146.42,500000.0,626030.1567831689,7,6.007118820376469,200.0,17117,0.0374643698062107,,1.2520603135663377,0.25206031356633773
SALA COMERCIAL,baseline,teste_reservado,165493,2026-09-04,100050317,-3338|-4927,cristo redentor,23.59,95000.0,118852.13454517596,20,6.050671540585593,900.0,7886,0.2,,1.2510751004755363,0.2510751004755363
SALA COMERCIAL,baseline,teste_reservado,164889,2026-09-03,8625573,-3339|-4931,moinhos vento,29.3,260000.0,194737.0659581616,16,15.142747179696569,900.0,7886,0.2,,0.7489887152236985,0.2510112847763015
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167205,2026-09-21,100099947,-3341|-4929,petropolis,10.58,40000.0,50000.00000000001,7,6.831487689458776,200.0,17117,0.0374643698062107,,1.2500000000000002,0.2500000000000002
APARTAMENTO,baseline,teste_reservado,161215,2026-08-12,6722180,-3342|-4932,santana,42.64,140000.0,174956.32830425698,12,11.980080628037168,1200.0,96700,0.2,,1.2496880593161213,0.24968805931612126
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161419,2026-08-14,11541423,-3339|-4927,jardim europa,21.16,110000.0,82566.95098467174,7,5.003348646637733,200.0,17117,0.0374643698062107,,0.7506086453151977,0.24939135468480234
SALA COMERCIAL,baseline,teste_reservado,160744,2026-08-08,8640505,-3341|-4929,petropolis,25.27,131073.54,98402.29844440694,20,11.57680558842261,900.0,7886,0.2,,0.7507411369556887,0.24925886304431133
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,167298,2026-09-22,9762639,-3339|-4930,auxiliadora,10.58,35000.0,43706.838212188246,7,6.769141952442218,200.0,17117,0.0374643698062107,,1.2487668060625212,0.24876680606252122
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,160782,2026-08-11,6872158,-3340|-4931,bela vista,288.91,2110000.0,1585233.738874689,7,5.814916373707614,200.0,17117,0.0374643698062107,,0.7512956108410849,0.24870438915891513
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159386,2026-08-04,5079349,-3342|-4933,menino deus,17.86,60000.0,45104.67589272477,7,6.601946722434123,200.0,17117,0.0374643698062107,,0.7517445982120795,0.2482554017879205
TERRENO,baseline,teste_reservado,166799,2026-09-15,10828427,-3355|-4930,hipica,140.0,250000.0,188152.30331188423,12,11.956292445281033,200.0,97,0.0,,0.7526092132475369,0.24739078675246307
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163283,2026-08-25,10371230,-3338|-4927,passo da areia,21.16,80000.0,60265.55785124007,7,6.865436372096053,200.0,17117,0.0374643698062107,,0.7533194731405009,0.24668052685949915
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,166394,2026-09-14,11644648,-3338|-4926,vila ipiranga,72.91,490000.0,369135.1041862212,7,6.999999999999997,200.0,17117,0.0374643698062107,,0.7533369473188187,0.24666305268118127
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,164744,2026-09-02,10932283,-3348|-4936,tristeza,22.56,70000.0,52744.49748179216,7,6.380413786517747,200.0,17117,0.0374643698062107,,0.7534928211684594,0.2465071788315406
APARTAMENTO,baseline,teste_reservado,161814,2026-08-14,2074583,-3343|-4934,menino deus,44.61,145000.0,180664.5084291187,12,11.991702442061468,1200.0,96700,0.2,,1.2459621270973702,0.2459621270973702
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163769,2026-08-28,5252024,-3339|-4930,mont serrat,115.87,800000.0,603616.6054394946,7,5.650554631895856,200.0,17117,0.0374643698062107,,0.7545207567993683,0.24547924320063175
SALA COMERCIAL,baseline,teste_reservado,161724,2026-08-14,8857253,-3339|-4930,auxiliadora,50.66,178734.19,222433.95137596343,16,15.545961251032749,900.0,7886,0.2,,1.244495814572262,0.244495814572262
APARTAMENTO,baseline,teste_reservado,166211,2026-09-11,100106062,-3338|-4929,higienopolis,71.79,640000.0,483647.242927224,12,11.998883136467274,1200.0,96700,0.2,,0.7556988170737875,0.2443011829262125
LOJA,baseline,teste_reservado,167146,2026-09-18,2551381,-3338|-4924,passo pedras,25.34,120000.0,149222.6100834398,12,11.986262687456636,700.0,1774,0.2,,1.2435217506953316,0.24352175069533155
APARTAMENTO,baseline,teste_reservado,159686,2026-08-05,6206174,-3341|-4933,cidade baixa,45.24,277000.0,209896.2433803823,21,11.1462898004426,1200.0,96700,0.2,,0.7577481710483116,0.2422518289516884
COBERTURA,baseline,teste_reservado,165581,2026-09-09,6044271,-3343|-4928,vila sao jose,115.58,280000.0,347605.6943835232,13,11.361891446032558,900.0,1688,0.2,,1.2414489085125828,0.24144890851258283
LOJA,baseline,teste_reservado,162922,2026-08-21,2017121,-3342|-4931,santo antonio,80.08,224250.0,278300.3989425689,13,11.599676456560063,700.0,1774,0.2,,1.241027420033752,0.2410274200337521
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159392,2026-08-03,100067247,-3340|-4931,rio branco,10.58,50000.0,37962.165326720446,7,6.814626194337466,200.0,17117,0.0374643698062107,,0.7592433065344089,0.24075669346559114
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159393,2026-08-03,100067248,-3340|-4931,rio branco,10.58,50000.0,37962.165326720446,7,6.814626194337466,200.0,17117,0.0374643698062107,,0.7592433065344089,0.24075669346559114
SALA COMERCIAL,baseline,teste_reservado,162914,2026-08-24,1409913,-3340|-4934,centro historic,21.82,54000.0,66976.50983539819,20,14.612132554293543,900.0,7886,0.2,,1.240305737692559,0.24030573769255903
CASA / RESIDÊNCIA,baseline,teste_reservado,162912,2026-08-24,100115241,-3355|-4926,restinga,109.52,250000.0,190513.07976433332,5,5.0,800.0,16815,0.1487989829969808,,0.7620523190573333,0.23794768094266672
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,159853,2026-08-05,100034683,-3342|-4933,menino deus,141.48,1660000.0,1265024.7413496675,7,5.372655299563386,200.0,17117,0.0374643698062107,,0.7620630971985949,0.23793690280140511
APARTAMENTO,baseline,teste_reservado,164035,2026-08-31,6389376,-3349|-4933,vila nova,52.23,190000.0,144804.20810870192,25,5.532987452690624,1200.0,96700,0.2,,0.7621274110984312,0.23787258890156882
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,163601,2026-08-27,6329497,-3347|-4935,cristal,74.66,369000.0,281305.8092495273,7,5.840034150014465,200.0,17117,0.0374643698062107,,0.7623463665298843,0.2376536334701157
SALA COMERCIAL,baseline,teste_reservado,160745,2026-08-08,8640513,-3341|-4929,petropolis,30.25,156926.46,119795.4400269725,20,10.538017238412726,900.0,7886,0.2,,0.7633858561964152,0.2366141438035848
CASA / RESIDÊNCIA,baseline,teste_reservado,162502,2026-08-20,100062048,-3339|-4926,vila ipiranga,162.92,650000.0,496429.3436312539,5,5.0,800.0,16815,0.1487989829969808,,0.7637374517403906,0.23626254825960935
APARTAMENTO,baseline,teste_reservado,164734,2026-09-03,8036217,-3342|-4930,jardim botanico,41.08,256000.0,195571.37350572436,12,11.799592653679476,1200.0,96700,0.2,,0.7639506777567358,0.23604932224326425
CASA / RESIDÊNCIA,baseline,teste_reservado,162448,2026-08-19,1587021,-3338|-4922,parque sta fe,156.0,480000.0,366814.4893369982,5,5.0,800.0,16815,0.1487989829969808,,0.7641968527854129,0.23580314721458706
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161224,2026-08-13,100099768,-3341|-4929,petropolis,21.16,40000.0,49429.99704680037,7,6.816861400390314,200.0,17117,0.0374643698062107,,1.2357499261700091,0.23574992617000912
COBERTURA,baseline,teste_reservado,166518,2026-09-15,5644445,-3338|-4930,higienopolis,155.83,850000.0,650709.8437174745,13,11.756763975013492,900.0,1688,0.2,,0.7655409926087935,0.2344590073912065
APARTAMENTO,baseline,teste_reservado,167449,2026-09-18,5820057,-3339|-4931,moinhos vento,77.83,690000.0,528737.7399920963,12,11.992851985899804,1200.0,96700,0.2,,0.7662865796986903,0.2337134203013097
GARAGEM / VAGA NÃO RESIDENCIAL,baseline,teste_reservado,165921,2026-09-10,10667792,-3340|-4932,rio branco,10.58,20854.0,25714.28571428572,7,6.999999999999997,150.0,2612,0.2,,1.2330625162695752,0.2330625162695752
APARTAMENTO,baseline,teste_reservado,163495,2026-08-25,2587289,-3345|-4935,cristal,63.79,240000.0,184093.77059304508,12,11.007076018405767,1200.0,96700,0.2,,0.7670573774710211,0.2329426225289789
CASA / RESIDÊNCIA,baseline,teste_reservado,165622,2026-09-09,1127624,-3342|-4932,santana,97.0,500000.0,383776.2213145178,5,5.0,800.0,16815,0.1487989829969808,,0.7675524426290355,0.23244755737096445
COBERTURA,baseline,teste_reservado,166517,2026-09-15,8079242,-3343|-4932,santo antonio,195.83,830000.0,637228.2858829177,12,11.928052510015291,900.0,1688,0.2,,0.7677449227505032,0.2322550772494968
APARTAMENTO,baseline,teste_reservado,162540,2026-08-20,11232269,-3338|-4922,rubem berta,37.58,150000.0,115403.4835130698,25,4.11770034378452,1200.0,96700,0.2,,0.7693565567537987,0.23064344324620134
APARTAMENTO,baseline,teste_reservado,161452,2026-08-14,5823269,-3340|-4935,centro historic,41.76,159900.0,196560.5827991104,14,11.714785466059327,1200.0,96700,0.2,,1.2292719374553496,0.22927193745534957
APARTAMENTO,baseline,teste_reservado,159771,2026-08-05,1810898,-3340|-4935,centro historic,81.41,320000.0,246935.83674400244,25,9.184017536419915,1200.0,96700,0.2,,0.7716744898250076,0.22832551017499236
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161160,2026-08-12,9051856,-3343|-4930,partenon,14.0,60000.0,46346.09480418042,7,6.968261762855078,200.0,17117,0.0374643698062107,,0.7724349134030071,0.22756508659699293
APARTAMENTO,baseline,teste_reservado,164405,2026-09-01,5548098,-3339|-4922,jar leopoldina,37.41,130000.0,100442.74453731552,12,11.99999982705114,1200.0,96700,0.2,,0.7726364964408886,0.2273635035591114
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165038,2026-09-04,9614532,-3340|-4930,bela vista,10.58,45000.0,55208.83499921752,7,6.55114724756113,200.0,17117,0.0374643698062107,,1.2268629999826115,0.2268629999826115
APARTAMENTO,baseline,teste_reservado,167172,2026-09-18,6354971,-3338|-4923,jar leopoldina,41.0,139000.0,107519.89151326368,25,6.987844532586273,1200.0,96700,0.2,,0.7735243993759977,0.2264756006240023
APARTAMENTO,baseline,teste_reservado,163935,2026-08-28,5720001,-3341|-4926,jardim sabara,49.43,215000.0,166345.22785924785,25,9.077523206900295,1200.0,96700,0.2,,0.7736987342290598,0.22630126577094023
COBERTURA,baseline,teste_reservado,162977,2026-08-24,8301298,-3338|-4927,cristo redentor,108.28,341400.0,418370.10484450567,12,11.944487258318318,900.0,1688,0.2,,1.2254543199897647,0.22545431998976473
SALA COMERCIAL,baseline,teste_reservado,162113,2026-08-18,2848880,-3339|-4933,centro historic,26.48,61000.0,74707.02738907341,16,15.908491134379917,900.0,7886,0.2,,1.2247053670339902,0.22470536703399024
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,165983,2026-09-10,5823781,-3340|-4933,cidade baixa,130.11,650000.0,504196.6609983654,7,6.929004624090513,200.0,17117,0.0374643698062107,,0.775687170766716,0.224312829233284
GARAGEM / VAGA RESIDENCIAL,baseline,teste_reservado,161735,2026-08-17,8823790,-3340|-4929,petropolis,177.04,1050000.0,1285359.8198197945,7,6.838422739508356,200.0,17117,0.0374643698062107,,1.2241522093521853,0.22415220935218527
APARTAMENTO,baseline,teste_reservado,166256,2026-09-14,6065422,-3342|-4931,santana,23.5,146000.0,113335.3989974803,12,11.996818430672544,1200.0,96700,0.2,,0.7762698561471253,0.2237301438528747
APARTAMENTO,baseline,teste_reservado,160556,2026-08-10,8495351,-3347|-4934,cavalhada,62.04,245000.0,190262.91455167808,12,11.363906959845623,1200.0,96700,0.2,,0.7765833247007269,0.22341667529927312
